"sectorisation","sectorisation","vanne permettant l'isolation d'un secteur ou d'un îlot"
"coupure","vanne de coupure","vanne permettant d'isoler deux parties de réseau"
"purge","purge/vidange","vanne permettant la purge ou vidange du réseau"
"securisation","sécurisation","assure la mise en sécurité d'un ouvrage ou équipement"
